index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
130,Use of agricultural information services and professional advisor,3,2,Dairy cows,21,8,All,,,"To cope with climate change,diverse external agricultural information services are used ",1,1,1,1,1,1,1,5,2,2,"The advice for sustainable adaptation measures ideally has positive synergy effects (e.g. lower GHG emissions, improved soil infiltration, stabilised yields). At the same time, the farmer has to have a good understanding of his own production system and observe it well. External advice is necessary. ",1,Nutzung von landwirtschaftlichen Informationsdiensten und fachlicher Beratung,Milchvieh,Ganzjährig,,"Nutzung von verschiedenen, externen fachlichen Beratungsstellen aufgrund sich ändernder Produktionsbedingungen","Die Beratung zur Umsetzung von nachhaltigen Anpassungsmaßnahmen wirkt sich im Idealfall positiv auf angrenzende Bereiche aus (z.B. geringerer THG-Emissionen, verbesserte Bodeninfiltration, stabilere Erträge). Gleichzeitig erfordern die sich ändernden Bedingungen auch eine verstärkte Beobachtung der Produktion durch den Landwirt selbst. Beratung durch Externe nötig. "
131,Use of agricultural information services and professional advisor,3,3,"Vineyards, Apples",33,8,All,,,"To cope with climate change,diverse external agricultural information services are used ",1,1,1,1,1,1,2,5,2,2,"The advice for sustainable adaptation measures ideally has positive synergy effects (e.g. lower GHG emissions, improved soil infiltration, stabilised yields). At the same time, the farmer has to have a good understanding of his own production system and observe it well. External advice is necessary. ",1,Nutzung von landwirtschaftlichen Informationsdiensten und fachlicher Beratung,"Apfel, Wein",Ganzjährig,,"Nutzung von verschiedenen, externen fachlichen Beratungsstellen aufgrund sich ändernder Produktionsbedingungen","Die Beratung zur Umsetzung von nachhaltigen Anpassungsmaßnahmen wirkt sich im Idealfall positiv auf angrenzende Bereiche aus (z.B. geringerer THG-Emissionen, verbesserte Bodeninfiltration, stabilere Erträge). Gleichzeitig erfordern die sich ändernden Bedingungen auch eine verstärkte Beobachtung der Produktion durch den Landwirt selbst. Beratung durch Externe nötig. "
132,Saisonal calving,3,2,Dairy cows,22,1,Summer,,,"Through saisonal calving in spring, high quality food is available for the lactating cows",2,1,2,2,2,2,1,5,2,3,"The need of high quality food is very high after birth. At the same time, grassland  (pasture, grass cutting) is very rich in energy and protein in spring . The supply with optimal food, supports the health and animal output. The need of silage or concentrate is reduced and therefore the GHG emissions.The adaptation possibilities in the barn and the conditions with the dairy company have to be checked.",1,Saisonale Abkalbung,Milchvieh,Sommer,,Durch saisonale Abkalbung im Frühjahr steht den Frischlaktierenden qualitativ hochwertiges Grundfutter zur Verfügung. ,"Der Bedarf an hochwertigem Futter ist in der Laktationszeit nach der Geburt besonders hoch. Dabei ist das Grünlandfutter (Weide, Grasschnitt) im Frühjahr i.d.R. besonders energie- und eiweißreich. Die Versorgung mit optimalem Grundfutter trägt zur Gesundheit und somit zu einer hohen Produktionsleistung der Tiere bei.  Die Anpassungsmöglichkeiten im Stall und die Bedingungen der Molkerei müssen vorab geprüft werden."
133,Adapted insemination time point,3,2,Dairy cows,22,3,Summer,,,Insemination after the hot summer months increases the insemination success ,2,2,2,2,2,2,1,5,2,3,"The insemination success under heat stress is reduced, this can be avoided by insemination in the late summer. At the same time, after saisonal calving in spring, the grassland is very rich in energy and protein in spring. The supply with optimal food, supports the health and animal output. The adaptation possibilities in the barn and the conditions with the dairy company have to be checked.",1,Angepasste Besamungszeit,Milchvieh,Sommer,,Besamung nach den heißen Sommermonaten erhöht den Besamungserfolg,"Der Besamungserfolg bei Kühen ist bei Hitzestress reduziert, was durch eine Besamung im späteren Sommer vermieden werden kann. Gleichzeitig steht dann nach einer saisonalen Abkalbung im Frühjahr den Kühen qualitativ sehr hochwertiges Futter zur Verfügung, was zu einer guten Gesundheit und somit zu einer hohen Produktionsleistung der Tiere beiträgt. Die Anpassungsmöglichkeiten im Stall und die Bedingungen der Molkerei müssen vorab geprüft werden."
134,Minimal pruning,3,3,Vineyards,32,8,All,,,Supporting the natural growth of the vine (liana plant) by minimal pruning ,2,1,2,1,1,1,2,5,1,2,"Less working hours are necessary due to the minimal pruning and the plants are more resistent to deseases, so less field crossings are necessary. This reduces the fuel and pesticide need, with a positive effect on biodiversity, soil organisms and soil structure (e.g. higher infiltration rate and water storing capacity). External agricultural advice is advisable.",1,Naturwuchserziehung,Wein,Ganzjährig,,Unterstützung des natürlichen Wuchses der Rebe (Lianengewächs) durch Minimalschnitt,"Durch den Minimalschnitt sind erheblich weniger Arbeitsschritte erforderlich und die Pflanzen sind widerstandsfähiger gegenüber Pflanzenkrankheiten, so dass weniger Überfahrten zur Pflege notwendig sind. Dies spart Treibstoff und Pestizide, was sich wiederum positiv auf das Bodenleben und die Bodenstruktur  ( z.B. höhere Infiltration, Wasserhaltevermögen) und die Biodiversität auswirkt. Empfehlenswert ist eine begleitende, fachliche Beratung. "
135,Slurry separation,3,2,Dairy cows,21,1,Summer,,,Separation of the slurry into a liquid and a solid part. This increases the nutrient effeciency in the liquid part,2,3,1,2,2,2,2,4,3,3,"The liquid part of the slurry can be spread on the grassland and does not leave a thick manure layer on the grass. The separated slurry has an easier infiltration into the soil. Less ammonia emissions are produced.  Synthetic nitrogen fertilizer could be reduced through higher N content of slurry. For the separation, additional energy, working hours and investments are needed. Latter could be reduced by subcontractors.",1,Gülleseparierung,Milchvieh,Sommer,,Die Separierung der Gülle in einen flüssigen und einen festen Teil erhöht die Nährstoffverfügbarkeit im flüssigen Teil,"Wird der flüssige Gülleanteil auf Grünland ausgebracht, verschmutzen die Pflanzen weniger (ungehinderte Photosynthese) und die Gülle kann direkt in/auf den Boden ausgebracht und die Nährstoffe effizient genutzt werden, wodurch weniger Ammoniak entweicht. Mineraldüngereinsatz kann reduziert werden. Die Separierung bedarf zusätzlicher Energie, Arbeitszeit und Investitionen. Letztere können durch den Einsatz von Lohnunternehmen reduziert werden. "
136,Covering of ridge plantings,3,1,Ridge plantings,13,8,All,,,Grass mulch is spread over the (potato) ridges before the plants break through the soil,2,2,2,1,1,1,2,5,2,2,The mulching has positive effects on the soil and its organisms: It provides organic material and protects from too much heat and erosion and therefore improves the soil structure. The water infiltration rate and water storing capacity increase as well. Pesticides can be reduced due to the suppression effect on weeds. ,1,Bedeckung von Dammkulturen,Dammkulturen,Ganzjährig,,Ausbringung einer Mulchschicht auf die (Kartoffel-) Dämme bevor die Pflanzen durchbrechen,"Die Mulchschicht hat positive Auswirkungen auf den Boden und das Bodenleben: es liefert organisches Material und schützt vor zu viel Hitze und vor Erosion. Dies wiederum verbessert die Bodenstruktur, so dass die Infiltration und Wasserhaltefähigkeit verbessert werden. Aufgrund der unkrautunterdrückenden Wirkung kann der Herbizideinsatz reduziert werden."
137,Mixed intercropping,3,1,All crops,13,8,All,,,"Production of different crops on one field, such as oat/peas, rye/peas, field beans/oat",2,2,2,1,1,1,2,5,2,2,"Different crops have different characteristics such as nutrient suitability, water demands, root growing, temperatures and vulnerability for pests and diseases. This diversity spreads the economic risk, improves the soil structure and the diversity of the soil organisms. Legumes can store nitrogen which can lead to a reduced need for mineral fertiliser.",1,Anbau von Gemengen,Ackerfrüchte,Ganzjährig,,"Anbau von unterschiedlichen Kulturen auf einem Feld wie Hafer/Erbsen, Roggen/Erbsen, Ackerbohnen/Hafer","Unterschiedliche Kulturen besitzen unterschiedliche Eigenschaften wie Nährstoffaneignungsvermögen, Wasserbedarf, Wurzelwachstum und Anfälligkeiten gegenüber Krankheiten / Schädlingen / Hitze. Diese Vielfalt streut die ökonomischen Risiken, verbessert die Bodenstruktur und die Vielfalt des Bodenlebens. Leguminosen können Stickstoff speichern, was zu einer Reduzierung von Mineraldünger führen kann."
138,Conversion to organic production,3,1,All crops,11,8,All,,,"Diverse crop rotation, legumes, no pesticides and mineral fertiliser use",3,2,2,1,1,1,2,5,2,3,"Organic production has positive effects on biodiversity, soil structure and water quality due to the diverse production system that includes legumes. No pesticides and less nutrients are washed into the ground/surface water (max. 2 Livestock units/ha). The GHG emissions per produced unit is mostly not improved due to the lower yields. After the conversion time, better market prices can be reached. Agricultural advice is recommended.",1,Umstellung auf ökologischen Landbau,Alle Ackerfrüchte,Ganzjährig,,"Vielseitige Fruchtfolge, Leguminosen, organischer Dünger, Verzicht auf Mineraldünger und Pflanzenschutzmittel","Ökologischer Landbau wirkt sich aufgrund der vielseitigen Produktion positiv auf Biodiversität (keine chemischen Pflanzenschutz-/Düngemittel), Bodenstruktur (organischer Dünger, Leguminosen) und Wasserqualität ( max 2 GV/ha) aber auch auf die Risikostreuung (breitere Fruchtfolge, Leguminosen) aus. Die THG-Emissionen pro Einheit sind i.d.R. nicht geringer. I.d.R. höhere Preise für Ökoprodukte. Eine begleitende fachliche Beratung wird empfohlen. "
139,Conversion to organic production,3,2,Dairy cows,22,8,All,,,"Diverse crop rotation, legumes, no pesticides and mineral fertiliseruse. Own feed production ",3,2,2,1,1,1,2,5,2,3,"Organic production has positive effects on biodiversity, soil structure and water quality due to the diverse production system that includes legumes. No pesticides and less nutrients are washed into the ground/surface water (max. 2 Livestock units/ha). The GHG emissions per produced unit is mostly not improved due to the lower yields. After the conversion time, better market prices can be reached. Agricultural advice is recommended.",1,Umstellung auf ökologischen Landbau,Milchkühe,Ganzjährig,,"Vielseitige Fruchtfolge, Leguminosen, Verzicht auf Mineraldünger/ Pflanzenschutzmittel, Basis auf eigenen Futtermitteln","Ökologischer Landbau wirkt sich aufgrund der vielseitigen Produktion positiv auf Biodiversität (keine chemischen Pflanzenschutz-/Düngemittel), Bodenstruktur (organischer Dünger, Leguminosen) und Wasserqualität ( max 2 GV/ha) aber auch auf die Risikostreuung (breitere Fruchtfolge, Leguminosen) aus. Die THG-Emissionen pro Einheit sind i.d.R. nicht geringer. I.d.R. höhere Preise für Ökoprodukte. Eine begleitende fachliche Beratung wird empfohlen. "
140,Conversion to organic production,3,3,"Apple, vineyards",32,8,All,,,"Diverse crop rotation, Legumes, no pesticides and mineral fertiliser use",3,2,2,1,1,1,2,5,2,3,"Organic production has positive effects on biodiversity, soil structure and water quality due to the diverse production system. No pesticides and less nutrients are washed into the ground/surface water (max. 2 Livestock units/ha, greening). The GHG emissions per produced unit is mostly not improved due to the lower yields. After the conversion time, better market prices can be reached. Agricultural advice is recommended.",1,Umstellung auf ökologischen Landbau,"Apfel, Wein",Ganzjährig,,"Begrünung, organischer Dünger, Verzicht auf Mineraldünger und Pflanzenschutzmittel","Ökologischer Landbau wirkt sich aufgrund der vielseitigen Produktion positiv auf Biodiversität (keine chemischen Pflanzenschutz-/Düngemittel), Bodenstruktur (organischer Dünger, Begrünung) und Wasserqualität (max. 2 GV/ha) aus. Die THG-Emissionen pro Einheit sind i.d.R. nicht geringer. I.d.R. höhere Preise für Ökoprodukte. Eine begleitende fachliche Beratung wird empfohlen. "
141,Deep mulching,3,3,"Apple, vineyards",32,4,Spring,,,Low mulching of the grass in the driving lane increases the heat release from the soil. The mulch then remains in the driving lane,1,3,2,1,2,3,2,5,2,1,"An additional field crossing increases the fuel demand, but the deep mulching can reduce the frost damages. The mulch material supports the soil organisms and a good soil structure.",1,Tiefes Mulchen,"Apfel, Wein",Frühjahr,,Tiefes Mulchen der Fahrgassen zur Erhöhung der Wärmeabgabe des Bodens - Mulch verbleibt in den Fahrgassen,Eine zusätzliche Überfahrt erhöht den Treibstoffbedarf. Jedoch kann das tiefe Mulchen die Frostschäden verringern. Das Mulchmaterial fördert das Bodenleben und trägt zum Aufbau einer guten Bodenstruktur bei. 
142,Frost protection candles,3,3,"Apple, vineyards",32,4,Spring,,,Frost protection candles are implemented in the driving lanes to avoid a temperature decrease  < 0°C,1,3,3,2,2,2,2,4,3,2,"The use of frost protection candles is very expensive (up to 2400 €/ha/frost night) and leads to increasing GHG emissions and to a reduced air quality. The use of the candles is not allowed everywhere. The additional workload usually is increased only on single days, but the measure is very effective to avoid catastrophic frost damages. Additional hail nets can increase the frost protection effect.",1,Frostschutzkerzen,"Apfel, Wein",Frühjahr,,Die in den Fahrgassen aufgestellten Frostschutzkerzen verhindern ein Absinken der Temperatur in der Anlage auf <0°C ,Der Einsatz von Frostschutzkerzen ist sehr kostspielig (bis zu 2400 €/ha/Frostnacht) und trägt zu erhöhten THG-Emissionen und zu einer Luftverschlechterung bei. Der Einsatz ist nicht überall erlaubt. Der zusätzliche Arbeitsaufwand beschränkt sich i.d.R. auf einzelne Tage.  Jedoch ist es eine sehr effektive Maßnahme zur Vermeidung katastrophaler Frostschäden. Zusätzliche Hagelnetze verstärken den Frostschutz.
