index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
159,Optimized hygiene,3,2,"Dairy cows, pigs",22,3,All,,,"Optimised hygiene in the barn, the pasture and in the feeding and drinking area reduces the extension of (new) pathogens",1,2,1,2,2,2,1,5,2,2,"Due to higher temperatures (new) warmth loving pathogens such as salmonellae, E.coli and parasites on the pasture are spreading faster. An optimized hygiene supports healthy and productive animals. This reduces the need for the veterinarian and for medicine.",1,Optimierte Hygiene,"Milchkühe, Schweine",Ganzjährig,,"Optimierte Hygiene im Stall, auf der Weide und im Fütterungs- und Tränkebereich schränkt die Ausbreitung von (neuen) Erregern ein.","Durch die wärmeren Temperaturen verbreiten sich (neue) wärmeliebende Erreger wie Salmonellen, Blauzungenerreger, E.Coli, Weideparasiten schneller. Eine optimale Hygiene trägt zu gesunden, leistungsfähigen Tieren bei und führt zu niedrigeren Tierarzt- und Medikamentenkosten."
160,Mineral and other feed additives,3,2,Dairy cows,22,3,Summer,,,A higher share of mineral feed (+20%) balances the loss of minerals caused by a high perspiration during hot periods,1,2,2,2,2,2,1,5,2,1,Increased mineral feed intake ensures that the animals' metabolism is maintained even during heat periods. Yeast additives can increase the digestibility of the feed. Rumen buffers prevent acidosis due to a lower basic feed intake. Healthy animals are efficient and reduce veterinary and medication costs.,1,Mineral- und andere Futterzusätze,Milchkühe,Sommer,,"Erhöhte Mineralfuttergaben (+20%) gleichen den Verlust von Mineralien, verursacht durch verstärktes Schwitzen aus","Erhöhte Mineralfuttergaben sorgen dafür, dass der Stoffwechsel der Tiere auch während Hitzeperioden aufrecht erhalten bleibt. Zusätze von Hefe können die Verdaulichkeit des Futters erhöhen. Pansenpuffer beugen Acidose vor, bedingt durch geringere Grundfutteraufnahme. Gesunde Tiere sind leistungsfähig und reduzieren Tierarzt- und Medikamentenkosten."
161,Use of a cultivator,3,3,Vineyards,32,1,Summer,,,The roots are stimulated to grow deeper by using a cultivator or cutting them.,1,3,2,3,2,3,2,5,3,2,"By stimulating deep rooting, the vines are less vulnerable during dry periods as they root deeper to more humid soil layers. This reduces the need for irrigation. However, the work and fuel requirements as well as soil compaction increase as a result of the additional cultivation step in the first years. Using a cultivator along the rows of plants reduces vegetation and thus habitat for flora and fauna.",1,Grubbern,Wein,Sommer,,Durch das Grubbern in den Junganlagen werden die dadurch gekappten Wurzeln zum Tiefenwachstum angeregt,"Durch die Anregung der Tiefendurchwurzelung sind die Reben während Trockenperioden weniger anfällig, da sie in tiefere, feuchtere Bodenschichten gelangen. Dies reduziert den Bewässerungsbedarf. Jedoch steigt der Arbeits- und Treibstoffaufwand sowie die Bodenbelastung durch den zusätzlichen Bewirtschaftungsschritt in den ersten Jahren. Das Grubbern entlang der Pflanzreihen reduziert den Bewuchs und somit Lebensräume für Flora und Fauna"
162,Adapted silage measures,3,2,Dairy cows,21,1,Summer,,,"Adapted measures e.g. shorter chopping, use of silage additives, thinner silage layers to compress, quick covering ",1,2,2,2,2,2,1,5,2,2,"The adapted silage measures make it possible to produce good fodder quality even in extremely dry years, without causing faulty fermentation. This contributes to a stable health and productivity of the animals, which can also be reflected in lower veterinary and medication costs. At the same time fodder losses can be reduced by taking more care during the silage process.",1,Angepasste Siliermaßnahmen,Milchkühe,Sommer,,"Angepasste Maßnahmen wie kürzer häkseln, Zusatz von Silierhilfe, rascher Vorschub, flachere Silagelagen zum Verdichten ","Durch die angepassten Silagemaßnahmen können auch in extremen Trockenjahren gute Futterqualitäten produziert werden, ohne dass es zu Fehlgärungen aufgrund von Restsauerstoff im Futter kommt. Dies trägt zu einer stabilen Gesundheit und Produktivität der Tiere bei, was sich auch in niedrigeren Tierarzt- und Medikamentenkosten niederschlagen kann. Gleichzeitig reduziert sich der Futterverlust durch hohe Sorgfalt beim Silieren."
163,Adapted animal transport times,3,2,"Dairy cows, pigs",23,3,Summer,,,Transport of the animals only in the cooler morning or evening hours to avoid heat stress,1,2,2,2,2,2,1,5,2,1,"In addition to the direct benefit for the animals themselves, reduced stress can also affect the quality of meat from animals for slaughter and thus the meat price.",1,Angepasste Tiertransportzeiten,"Milchkühe, Schweine",Sommer,,Zur Vermeidung von Hitzestress Tiertransporte nur in den kühleren Morgen- oder Abendstunden durchführen,Neben dem direkten Nutzen für die Tiere selbst kann sich reduzierter Stress auch auf die Qualität des Fleisches von Schlachttieren und somit auf den Fleischpreis auswirken.
164,Use of cooling elements (ventilators) in the barn,3,2,Dairy cows,23,3,Summer,,,Reduced heat stress through additional ventilators ,2,3,1,2,2,2,1,4,2,3,"During heat periods the animals suffer from heat stress. Ventilators help the cows to cool down,to increase the animal comfort, to keep them healthy and to keep the milk production stable. Some investments are needed and the ventilators need additional energy. This is preferable with renewable energy (GHG would become neutral). Advice is probably needed to implement this measure. ",1,Einbau von Ventilatoren,Milchkühe,Sommer,,Reduzierter Hitzestress durch den Einsatz von (weiteren) Ventilatoren,"Während Hitzeperioden leiden die Tiere stark unter der Hitze.  Ventilatoren helfen den Kühen, sich zu kühlen, das Tierwohl zu erhöhen und somit die Kuhgesundheit und die Milchleistung zu erhalten. Dafür sind Investitionskosten zu tätigen und die Ventilatoren benötigen zusätzliche Energie  - vorzugsweise regenerative Energie (THG wäre dann neutral). Externe Beratung ist wahrscheinlich notwendig."
165,Use of cooling elements (sprinklers) in the barn,3,2,Dairy cows,23,3,Summer,,,Reduced heat stress through additional sprinklers,2,3,1,2,3,2,1,4,2,3,"During heat periods the animals suffer from heat stress. Ventilators help the cows to cool down,to increase the animal comfort, to keep them healthy and to keep the high milk production. Some investments are needed and the ventilators need additional energy and water. This is preferable with renewable energy (GHG would become neutral). Advice is probably needed to implement this measure. ",1,Einbau von Sprinklern,Milchkühe,Sommer,,Reduzierter Hitzestress durch den Einsatz von (weiteren) Sprinklern,"Während Hitzeperioden leiden die Tiere stark unter der Hitze.  Sprinkler helfen den Kühen, sich zu kühlen, das Tierwohl zu erhöhen  und so die Kuhgesundheit und die Milchleistung zu erhalten. Dafür sind Investitionskosten zu tätigen und die Sprinkler benötigen zusätzliche Energie  - vorzugsweise regenerative Energie (THG wäre dann neutral)) und Wasser.  Externe Beratung ist wahrscheinlich notwendig."
166,Limit the area sown by variety,2,1,Arable crops,12,1,,3,,"For the main crop (s) of the farm, respect a threshold (number of ha) not to be exceeded",1,2,2,2,1,1,2,2,2,1,"By limiting the area dedicated to a single variety, it is then possible to establish varieties whose agronomic skills will be complementary in a variable climatic context.",5,Limiter la superficie semée par variété,Grandes cultures,,,"Pour la ou les cultures principales de la ferme, viser un seuil (nombre d'ha) à ne pas dépasser","En limitant la superficie dédiée à une seule et même variété, il est alors possible de mettre en place des variétés dont les aptitudes agronomiques seront complémentaires dans un contexte climatique variable."
167,Varieties adapted to local climate stress,2,1,Arable crops,12,1,,3,,"For the main crop (s) on the farm, select at least one variety tolerant of major climate stress",1,2,2,2,1,1,2,2,2,1,"Locally, climatic constraints are dominant in terms of frequency and impact (high temperatures, excess water, drought). It is therefore important for the mainly cultivated species to cultivate varieties that are the most adapted to these constraints.",5,Variétés adaptées aux stress climatiques locaux,Grandes cultures,,,"Pour la cultures principale de la ferme, sélectionner au moins une variété tolérante aux stress climatiques majeurs","Localement, des contraintes climatiques sont dominantes en terme de fréquence et d'impact (fortes températures, exccès hydrique, sécheresse). Il est donc important pour la ou les espèces principalement cultivées de cultiver des variétés les plus adpatées à ces contraintes."
168,Mix several varieties within the same plot,2,1,Arable crops,12,8,,,,Mix several varieties within the farm plots the most exposed to climate hazards,2,2,2,2,1,1,2,2,2,2,"It is common that some plots of the farm experience more regularly climatic impacts (bottom valley bottom, shallow soils, etc.). It may be interesting to use a diversity  of varieties (with complementary agronomic skills) in this environment to limit the level of impact suffered.",5,Mélanger plusieurs variétés au sein d'un même parcelle,Grandes cultures,,,Mélanger plusieurs variétés au sein des parcelles de la ferme les plus exposéees aux aléas climatiques,"Il est fréquent qu'une partie des parcelles d'une ferme subissent plus régulièrement des impacts climatiques (zone de fond de vallées, sols superficiels, etc.). Il peut être intéressant de faire appel à une diversité de variétés (aux aptitudes agronomiques complémentaires) dans cet environnement pour limiter le niveau d'impacts subit."
169,Creation of a varietal bouquet on the farm,2,1,Arable crops,12,8,,,,Combination of varieties (farm level) to be able to cope diersity of climatic hazards,2,2,2,2,1,1,2,2,2,3,The choice of complementary varieties is based both on complementary agronomic skills but also on different development rates to limit the impacts of climatic hazards. ,5,Constitution d'un bouquet variétal sur la ferme,Grandes cultures,,,"Pour la cultures principale de la ferme, disposer de variétés aux aptitudes agronomiques complémentaires ",Le choix de variétés complémentaires est basé à la fois sur les aptitudes agronomiques complémentaires mais aussi des rythme de développement différenciés pour limiter les impacts des aléas climatiques. 
170,Selection at farm level,2,1,Arable crops,12,8,,,,"Implementation of ""population varieties"" by plot selection.",3,2,2,2,1,1,2,2,2,3,The population has an evolutionary power which allows it to continuously adapt to variations in the environment. The objective of selecting population varieties is to stabilize production under fluctuating environmental conditions. ,5,Sélection à l'échelle de la ferme,Grandes cultures,,,"Mise en place de variétés de type ""population"" par une sélection au champs ",La population possède un pouvoir évolutif qui lui permet de s'adapter en continue aux variations du milieu. L'objectif de sélectionner des variétés populations est stabiliser la production dans des conditions environnementales fluctuantes.
171,Optimizing water supplies by piloting,2,1,Arable crops,14,1,,,,Implement an irrigation management method ,1,1,2,2,1,1,2,4,1,2,"The aim of the irrigation management methods is to optimize the water supply per irrigated ha, bearing in mind that the interannual variability of irrigation needs is increasingly important. It can quite simply be a question of following irrigation warning bulletins, until the implementation of measurement tools in the irrigated plots (tensiometric probes, etc.). ",5,Optimiser les apports d'eau par pilotage,Grandes cultures,,,Mise en place d'une méthode de pilotage de l'irrigation ,"Les méthodes de pilotage de l'irrigation ont pour objectif d'optimiser les apports d'eau par ha irrigué, sachant que la variabilité interannuelle des besoins en irrigation est de plus en plus importante. Il peut s'agir tout simplement de suivre des bulletins d'avertissement irrigation, jusqu'à la mise en oeuvre d'outils de mesures dans les parcelles irriguées (sondes tensiométriques, etc.)."
172,Optimizing water suppliers through equipment,2,1,Arable crops,14,1,,,,Type of irrigation system to save water,1,1,2,2,1,1,2,4,1,2,"The type of material used for irrigation can influence the water consumption per ha. Thus, drip type installations will allow greater efficiency of the water supplied than irrigation cannons. ",5,Optimiser les apports d'eau par le matériel,Grandes cultures,,,Evolution du matériel d'irrigation plus économe,"Le type de matériel utilisé pour l'irrigation peut influencer la consommation d'eau à l'ha. Ainsi, des installations de type goutte à goutte vont permettre une plus grande efficacité de l'eau apportée que des canons d'irrigation."
173,Reduce summer water irrigation,2,1,Arable crops,14,1,,,,Postpone the irrigation water consumed in summer to other less critical periods,2,2,2,2,1,1,2,2,1,2,Summer water consumption is exposed to a risk of non-availability. Postponing irrigation water supplies earlier in the season (May / June) can ensure the yield of winter crops to stabilize their yield at a period of the year with no water missing issues.,5,Diminuer la consommation d'eau estivale,Grandes cultures,,,Reporter l'eau d'irrigation consommée en été sur d'autres périodes moins critiques,La consommation d'eau estivale est exposée à un risque de non disponibilité. Reporter plus tôt en saison (mai/juin) les apports d'eau d'irrigation peut permettre d'assurer le rendement de cultures hivernales pour stabiliser leur rendement à une période de l'année où l'eau ne manque génénralement pas.
